operatorname;theme;indicator;transportmode;transportsubmode;id_line;name_line;trimester;year;percent_result;occurrence_result;target_reference_contract;penality
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;;2;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01727;C;T1;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01740;R;T1;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01728;D;T2;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01730;H;T2;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01739;P;T2;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01742;A;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01727;C;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01730;H;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01738;N;T3;2022;;1;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01727;C;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01728;D;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01740;R;T4;2022;;0;;Oui
RATP;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;97.7;;98.5;Non
RATP;Ventes et Validations;Disponibilité des lignes de péages;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;98.3;;98.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro classiques;C01372,C01374,C01383;2,4,13;Global;2022;100.0;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01737;L;T1;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T1;2022;99.6;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01742;A;T2;2022;97.5;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01727;C;T2;2022;97.1;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01728;D;T2;2022;97.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01729;E;T2;2022;97.5;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01738;N;T2;2022;95.9;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T2;2022;99.4;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T2;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01742;A;T3;2022;97.9;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01743;B;T3;2022;94.2;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01738;N;T3;2022;93.2;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T3;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01727;C;T4;2022;99.2;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01729;E;T4;2022;99.3;;89.0;Non
RATP;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;91.0;;83.0;Non
RATP;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;Global;2022;87.5;;82.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;C;T2;2022;95.1;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C01843;T4;T2;2022;85.6;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01743;B;T3;2022;95.0;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01737;L;T3;2022;96.2;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C01999;T11;T3;2022;75.2;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01729;E;T4;2022;92.7;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01739;P;T4;2022;94.7;;97.0;Non
RATP;Propreté;Propreté des stations et gares;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;93.2;;92.5;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;95.1;;94.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01727;C;T1;2022;99.3;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01738;N;T1;2022;99.0;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01741;U;T1;2022;99.1;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Tramtrain;;C01999;T11;T1;2022;99.4;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01743;B;T2;2022;98.6;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01727;C;T2;2022;99.1;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01740;R;T2;2022;97.7;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01741;U;T2;2022;97.5;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01737;L;T3;2022;99.0;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01739;P;T3;2022;99.1;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01743;B;T4;2022;99.1;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01738;N;T4;2022;98.9;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01740;R;T4;2022;99.3;;96.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;98.5;;98.5;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01728;D;Global;2022;98.3;;98.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01731;J;T1;2022;86.4;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01736;K;T2;2022;100.0;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;L;T2;2022;91.3;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;B;T3;2022;90.0;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01729;E;T3;2022;92.1;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01740;R;T3;2022;90.0;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;B;T4;2022;87.4;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01730;H;T4;2022;92.9;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;L;T4;2022;85.9;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01740;R;T4;2022;77.6;;93.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01729;E;T1;2022;91.0;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01738;N;T1;2022;95.19999999999999;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01739;P;T1;2022;93.8;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01741;U;T1;2022;94.3;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01738;N;T3;2022;96.2;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01740;R;T3;2022;96.2;;90.0;Non
SNCF;Propreté;Propreté des gares;Tramtrain;;C01999;T11;T3;2022;95.1;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01727;C;Global;2022;98.7;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01729;E;Global;2022;98.6;;89.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01743;B;Global;2022;98.9;;96.5;Non
SNCF;Propreté;Propreté des trains;Tramtrain;;C01999;T11;T2;2022;86.6;;94.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01743;B;T3;2022;86.3;;94.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01727;C;T3;2022;88.9;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01740;R;T3;2022;93.2;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01741;U;T3;2022;88.5;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01738;N;T4;2022;90.7;;94.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01729;E;Global;2022;99.2;;96.5;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01742;A;Global;2022;86.1;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;B;Global;2022;91.6;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01728;D;Global;2022;93.7;;93.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01728;D;Global;2022;94.8;;90.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01743;B;T1;2022;78.10000000000001;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01738;N;T1;2022;77.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01736;K;T2;2022;74.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01741;U;T2;2022;73.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01743;B;T3;2022;83.1;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01730;H;T3;2022;70.2;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01843;T4;T3;2022;84.1;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01743;B;T4;2022;77.5;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01737;L;T4;2022;85.1;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01741;U;T4;2022;81.6;;97.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01729;E;Global;2022;82.1;;94.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;C;Global;2022;76.9;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01729;E;Global;2022;74.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01729;E;Global;2022;81.8;;97.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01743;B;Global;2022;83.4;;91.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;B;T1;2022;94.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01727;C;T1;2022;92.80000000000001;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01739;P;T1;2022;94.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01740;R;T1;2022;95.19999999999999;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Tramtrain;;C01999;T11;T1;2022;87.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;B;T3;2022;79.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01727;C;T3;2022;75.4;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01729;E;T3;2022;85.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;J;T3;2022;78.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;K;T3;2022;84.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01737;L;T3;2022;80.2;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01729;E;T4;2022;79.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01737;L;T4;2022;84.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01738;N;T4;2022;90.5;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Tramtrain;;C01999;T11;T4;2022;64.3;;97.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01727;C;Global;2022;97.6;;98.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;Global;2022;97.1;;97.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;A;T1;2022;93.4;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01728;D;T1;2022;94.5;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01739;P;T1;2022;95.19999999999999;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare à distance en 1 minute;Tramtrain;;C01843;T4;T1;2022;74.4;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Tramtrain;;C01999;T11;T1;2022;58.8;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01742;A;T3;2022;69.5;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01736;K;T3;2022;59.1;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;L;T3;2022;82.9;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare à distance en 1 minute;Tramtrain;;C01843;T4;T3;2022;66.7;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01728;D;T4;2022;86.2;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01731;J;T4;2022;82.1;;91.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01727;C;Global;2022;62.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01742;A;Global;2022;98.4;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01728;D;T1;2022;93.8;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01729;E;T1;2022;96.39999999999999;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01740;R;T1;2022;94.6;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01737;L;T2;2022;98.2;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01728;D;T3;2022;97.0;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01730;H;T3;2022;97.9;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01731;J;T3;2022;98.4;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01736;K;T3;2022;98.5;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01739;P;T4;2022;95.9;;98.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;Train;;C01741;U;T4;2022;98.3;;98.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01728;D;T1;2022;99.7;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;T1;2022;98.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01740;R;T2;2022;98.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;RER;;C01729;E;T3;2022;98.2;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01736;K;T3;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01739;P;T3;2022;99.2;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01740;R;T3;2022;98.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01739;P;T4;2022;97.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des escaliers mécaniques;Train;;C01741;U;T4;2022;98.6;;97.0;Non
RATP;Information voyageurs;Information en cas de travaux;RER;;C01742;A;Global;2022;100.0;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01742;A;Global;2022;96.7;;98.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01743;B;Global;2022;89.7;;85.5;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;RER;;C01742;A;Global;2022;99.7;;98.5;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;RER;;C01743;B;Global;2022;99.6;;98.5;Non
RATP;Information voyageurs;Information statique en situation normale à bord;RER;;C01743;B;Global;2022;96.6;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01729;E;T1;2022;93.30000000000001;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01738;N;T1;2022;34.599999999999994;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01743;B;T3;2022;85.9;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;RER;;C01728;D;T3;2022;40.2;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01730;H;T3;2022;66.7;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des escaliers mécaniques;Train;;C01738;N;T4;2022;100.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01742;A;T1;2022;97.6;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;T1;2022;97.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T1;2022;94.19999999999999;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01738;N;T1;2022;98.6;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;T2;2022;98.4;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01740;R;T2;2022;99.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01727;C;T3;2022;97.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01729;E;T3;2022;95.7;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01736;K;T3;2022;97.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01740;R;T3;2022;98.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01743;B;T4;2022;97.0;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;RER;;C01728;D;T4;2022;97.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01738;N;T4;2022;99.1;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Train;;C01741;U;T4;2022;99.7;;98.0;Non
SNCF;Elévatique;Disponibilité des ascenseurs;Tramtrain;;C01999;T11;T4;2022;97.7;;98.0;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;RER;;C01743;B;Global;2022;98.9;;99.5;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01730;H;T1;2022;99.1;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01731;J;T1;2022;98.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01740;R;T1;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01727;C;T2;2022;95.5;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01728;D;T2;2022;98.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01736;K;T2;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01738;N;T2;2022;98.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01740;R;T2;2022;96.6;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01741;U;T2;2022;97.3;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01743;B;T3;2022;96.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01729;E;T3;2022;97.9;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01731;J;T3;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01739;P;T3;2022;94.4;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;RER;;C01729;E;T4;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01738;N;T4;2022;94.1;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Train;;C01741;U;T4;2022;100.0;;97.0;Non
SNCF;Elévatique;Délai de remise en service en cas de pannes des ascenseurs;Tramtrain;;C01999;T11;T4;2022;97.1;;97.0;Non
RATP;Ventes et Validations;Disponibilité des lignes de péages;RER;;C01742;A;Global;2022;97.4;;98.5;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01728;D;T1;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01743;B;T2;2022;74.1;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01729;E;T3;2022;100.0;;98.0;Non
SNCF;Elévatique;Délai d'information en cas de pannes des ascenseurs;RER;;C01729;E;T4;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01738;N;Global;2022;99.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;K;Global;2022;98.3;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01739;P;Global;2022;98.5;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01727;C;T1;2022;97.8;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01728;D;T2;2022;98.3;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Tramtrain;;C01999;T11;T2;2022;99.2;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01739;P;T3;2022;100.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Tramtrain;;C01843;T4;T3;2022;97.1;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;RER;;C01729;E;T4;2022;98.7;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01736;K;T4;2022;100.0;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01738;N;T4;2022;99.2;;98.0;Non
SNCF;Sûreté;Disponibilité des bornes d'alarmes;Train;;C01741;U;T4;2022;99.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01741;U;Global;2022;98.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01736;K;Global;2022;95.7;;95.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01736;K;Global;2022;100.0;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;L;Global;2022;97.8;;99.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01729;E;T1;2022;93.30000000000001;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01731;J;T1;2022;95.1;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01742;A;T2;2022;92.9;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01738;N;T2;2022;95.0;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01843;T4;T2;2022;88.6;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01743;B;T3;2022;96.5;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01727;C;T3;2022;94.7;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01730;H;T3;2022;97.0;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01742;A;T4;2022;93.7;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01727;C;T4;2022;94.9;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01741;U;T4;2022;92.3;;97.0;Non
